userId,movieId,rating,timestamp
2,99114,3.5,1445714874
2,106782,5,1445714966
2,109487,3,1445715145
2,112552,4,1445714882
2,114060,2,1445715276
2,115713,3.5,1445714854
2,122882,5,1445715272
2,131724,5,1445714851
3,31,0.5,1306463578
3,527,0.5,1306464275
3,647,0.5,1306463619
3,688,0.5,1306464228
3,720,0.5,1306463595
3,849,5,1306463611
3,914,0.5,1306463567
3,1093,0.5,1306463627
3,1124,0.5,1306464216
3,1263,0.5,1306463569
3,1272,0.5,1306463624
3,1275,3.5,1306463323
3,1302,0.5,1306464189
3,1371,3,1306463561
3,1587,4.5,1306464003
3,2018,0.5,1306464175
3,2080,0.5,1306463572
3,2090,0.5,1306464261
3,2105,2,1306463559
3,2288,4,1306463631
3,2424,0.5,1306464293
3,2851,5,1306463925
3,3024,4.5,1306464054
3,3210,0.5,1306463638
3,3703,5,1306463603
3,3949,0.5,1306464245
3,4518,5,1306463770
3,5048,0.5,1306464284
3,5181,5,1306463718
3,5746,5,1306463708
3,5764,4.5,1306464021
3,5919,5,1306463825
3,6238,0.5,1306464204
3,6835,5,1306463670
3,7899,4.5,1306464036
3,7991,5,1306463684
3,26409,4.5,1306463993
3,70946,5,1306463815
3,72378,0.5,1306464164
4,21,3,986935199
4,32,2,945173447
4,45,3,986935047
4,47,2,945173425
4,52,3,964622786
4,58,3,964538444
4,106,4,986848784
4,125,5,964622758
4,126,1,986848920
4,162,5,945078571
4,171,3,945078428
4,176,5,964622565
4,190,2,945079259
4,215,5,945079078
4,222,1,945629040
4,232,5,964622684
4,235,2,945173513
4,247,3,986848894
4,260,5,945079259
4,265,5,964538468
4,296,1,945173350
4,319,5,945079182
4,342,5,964538500
4,345,4,945629063
4,348,4,964622786
4,351,3,986934901
4,357,3,964623306
4,368,4,945078690
4,417,2,945078467
4,441,1,986934915
4,450,2,986848828
4,457,5,945079259
4,475,5,945174290
4,492,5,945079872
4,509,1,945079106
4,538,5,945078636
4,539,1,964538832
4,553,2,945079301
4,588,4,945079670
4,593,5,964539986
4,595,3,986848609
4,599,2,945078587
4,608,5,964540008
4,648,3,945079906
4,708,4,986935230
4,759,3,945078601
4,800,4,945079106
4,892,4,964622714
4,898,5,964623347
4,899,4,945079653
4,902,4,945078446
4,904,4,945079837
4,908,5,945173902
4,910,5,945173989
4,912,5,945173902
4,914,5,945079670
4,919,5,945079521
4,920,5,945173602
4,930,5,964538571
4,937,3,986849085
4,1025,4,945079232
4,1046,5,945173654
4,1057,3,964540578
4,1060,2,986934819
4,1073,4,945079483
4,1077,5,945173692
4,1079,2,945078946
4,1080,5,986934696
4,1084,5,945079259
4,1086,5,964539723
4,1094,3,964538500
4,1103,5,964539723
4,1136,5,986934625
4,1179,4,964539180
4,1183,1,964778513
4,1188,5,964538500
4,1196,5,964538763
4,1197,5,964538763
4,1198,3,964538728
4,1199,2,945078967
4,1203,5,945174025
4,1211,1,964539205
4,1213,4,945079729
4,1219,4,964539961
4,1225,4,964539326
4,1250,5,945174008
4,1259,4,964538728
4,1265,4,964622684
4,1266,4,986849037
4,1279,2,986934832
4,1282,5,945079653
4,1283,5,945078690
4,1288,4,945079653
4,1291,4,964538763
4,1304,3,945078467
4,1391,1,945173766
4,1449,5,945079767
4,1466,4,945173492
4,1500,4,964622830
4,1517,4,945079790
4,1580,3,986935244
4,1597,1,945079906
4,1617,2,945079837
4,1641,4,964622758
4,1704,1,945629015
4,1719,4,945079956
4,1732,4,945079889
4,1733,5,945079143
4,1734,3,964539357
4,1834,5,945174134
4,1860,2,986849001
4,1883,4,964622642
4,1885,3,964622617
4,1892,2,964539431
4,1895,4,945629179
4,1907,3,964540505
4,1914,4,964622714
4,1916,1,986934786
4,1923,3,986934870
4,1947,5,945079653
4,1966,2,964622684
4,1967,5,945078967
4,1968,4,986934786
4,2019,2,945078690
4,2076,4,945079052
4,2078,5,945079521
4,2109,4,986935016
4,2145,3,986935328
4,2150,5,986934738
4,2174,5,964539855
4,2186,5,945174008
4,2203,4,945079729
4,2204,5,964540008
4,2282,1,945629238
4,2324,1,964622590
4,2336,2,964538964
4,2351,4,945078467
4,2359,4,964622590
4,2390,5,945079164
4,2395,3,964623306
4,2406,4,986935302
4,2467,4,945079858
4,2571,1,945173385
4,2583,5,945078863
4,2599,5,964622684
4,2628,1,986848894
4,2683,4,945079790
4,2692,5,945079013
4,2712,2,945078542
4,2762,4,964539986
4,2763,1,964778621
4,2770,2,945173553
4,2791,5,964539628
4,2843,5,945078814
4,2858,5,964539140
4,2874,4,986935016
4,2921,4,945078708
4,2926,5,986934870
4,2959,2,945078528
4,2973,2,945078946
4,2997,4,986848610
4,3033,4,986936200
4,3044,5,945079920
4,3060,4,986934884
4,3079,3,964778197
4,3083,5,964622487
4,3160,4,964539121
4,3175,1,964538930
4,3176,4,964539771
4,3204,4,964539828
4,3255,4,964623306
4,3317,4,986934498
4,3358,3,964622758
4,3365,5,964538329
4,3386,4,964539395
4,3408,4,986849238
4,3481,2,964538243
4,3489,1,986848908
4,3508,5,964538351
4,3538,2,986849212
4,3591,1,986935199
4,3788,3,964539085
4,3809,3,986936207
4,3851,5,986849180
4,3897,4,986934465
4,3911,3,986849149
4,3967,4,986849164
4,3996,4,986849130
4,4002,3,986934819
4,4014,1,986849254
4,4020,3,986848856
4,4021,4,986849180
4,4027,3,986849201
4,4029,3,986849226
4,4033,4,986849149
4,4034,5,986848753
4,4074,3,986848665
4,4121,4,986934901
4,4144,3,986848685
4,4166,3,986848700
4,4226,2,1007569424
4,4239,5,986848685
4,4246,4,1007574542
4,4252,3,1007569465
4,4260,2,1007569424
4,4273,4,1007574470
4,4308,1,1007569465
4,4347,4,1007569586
4,4381,3,1007574509
4,4641,1,1007569586
4,4741,3,1007574532
4,4765,5,1007569445
4,4881,3,1007569445
4,4896,4,1007574532
4,4902,4,1007569465
4,4967,5,1007569424
5,1,4,847434962
5,21,4,847435238
5,34,4,847434881
5,36,4,847435292
5,39,3,847434961
5,50,4,847434881
5,58,5,847435238
5,110,4,847434880
5,150,3,847434748
5,153,3,847434802
5,232,4,847435292
5,247,5,847435337
5,253,3,847435292
5,261,4,847435238
5,265,3,847435129
5,266,1,847435311
5,290,5,847435311
5,296,5,847434748
5,300,3,847435337
5,316,2,847434832
5,318,3,847434880
5,344,3,847434802
5,349,3,847434832
5,357,2,847435238
5,364,3,847434882
5,367,4,847435129
5,380,2,847434748
5,410,3,847435292
5,457,4,847434801
5,474,4,847435337
5,475,5,847435311
5,515,3,847435129
5,527,5,847434960
5,531,4,847435258
5,534,3,847435311
5,588,4,847434801
5,589,3,847435258
5,590,5,847434747
5,592,3,847434747
5,594,5,847435238
5,595,5,847434832
5,596,5,847435292
5,597,3,847434962
5,608,3,847435258
